Position_mm,OD_t0,OD_t1,OD_t2,OD_t3,OD_t4
-2.0,0.015404618532190746,0.041980663097583554,-0.020255348249231444,-0.057234226736321725,-0.02590480814894802
-1.985985985985986,-0.003585258088517799,0.02773901048738736,-0.004335560121465534,-0.025811550323385057,-0.0009361046681725193
-1.971971971971972,0.020059340145448194,0.001788911097610513,-0.023772597629998837,-0.012408166002649327,0.0005405061613333975
-1.957957957957958,0.04639278586014655,-0.01940810333116071,-0.009238845889171208,0.05663062972020571,0.014178910375302169
-1.9439439439439439,-0.006241595873677219,0.02094669940841569,-0.05680844000861357,0.016696593736012743,-0.04100575089842479
-1.92992992992993,-0.006151299838447702,0.011804561562662306,0.006398811221188157,-0.04006444707299674,0.01777701821541992
-1.915915915915916,0.04834853248088165,0.02685579660084402,3.6164260866727106e-05,0.014581088682529109,-0.08113174894808325
-1.901901901901902,0.024104985090282714,0.01905515405047387,-0.024512658932045718,-0.04641911966815097,-0.01889653657091431
-1.887887887887888,-0.012881038365991368,0.03148658145959817,0.01977737005297215,0.0324807316166122,-0.01464821527354634
-1.8738738738738738,0.01761378191934282,-0.01605705634679484,0.02812710412879675,-0.014133739554536357,0.018999804782137152
-1.85985985985986,-0.012418053088473295,0.039521821969056944,-0.048226795931069225,-0.0028090856621751253,0.0006789255803060742
-1.8458458458458458,-0.012324940101551411,0.005927988140805236,-0.022881743356986426,0.0397738994262657,-0.042166891615688595
-1.8318318318318318,0.009084643352268185,0.06225782617879861,-0.023074270493618945,-0.0386149070575275,-0.029549793774510454
-1.8178178178178177,-0.05537598261661643,-0.02067563454263737,-0.028197093033265938,-0.04191354555338973,0.0059604002864222065
-1.8038038038038038,-0.04950903931100922,0.05207891409501812,0.024884245257952454,-0.017507979790380147,-0.0023720202559366884
-1.7897897897897899,-0.014392920382397924,0.005937323503953434,-0.005814784163184106,0.031151365530579497,-0.01737372328907239
-1.7757757757757757,-0.027649031623655212,-0.01954254010834321,-0.007935445239318323,-0.04558038226430527,-0.01442501368535938
-1.7617617617617618,0.012448490894472183,-0.014516575021519672,-0.0601158709322026,-0.08496466794331706,0.02088503991477867
-1.7477477477477477,-0.023907378254786837,-0.009610419245695669,0.01906254090627679,-0.013534765752269962,-0.01553077718607644
-1.7337337337337337,-0.03869410392726254,0.012724978392220504,-0.03717775184560417,0.01655222399732761,-0.0026427373208721986
-1.7197197197197198,0.04801797163493157,0.01568506464126326,0.0017979789079898476,0.03600785249216488,0.06509809764241628
-1.7057057057057057,-0.0023168212191645252,-0.017211000117916368,0.00832130813874575,-0.013894840862561968,-0.04271047910651769
-1.6916916916916918,0.006927530180190074,-0.0007306377675367367,0.040819757875159526,-0.012342798213480072,-0.05555528194723976
-1.6776776776776776,-0.037355300334570705,0.06426811075871129,-0.03926461197357336,0.03461702202767242,0.0235076899439582
-1.6636636636636637,-0.010415444638461106,0.051826295103452456,-0.09058536467462476,-0.05609225099086262,-0.020359291838823096
-1.6496496496496498,0.00981942972928444,0.013089710090743637,0.005515486342610846,-0.011655623255490277,-0.009547125832278607
-1.6356356356356356,-0.027411908861069572,0.0011401043456792676,0.05401533544532561,0.005712716697751732,-0.023434691343933424
-1.6216216216216215,0.0190692503641119,0.003600939802314579,0.037168390588183116,0.013476561638551028,-0.007794004223025375
-1.6076076076076076,-0.009482107008318244,0.018405539182840252,0.006289782458238773,-0.015294200795726477,0.04795614336289024
-1.5935935935935936,0.0005876283398354356,-0.03068377695483031,-0.01474908556896142,0.0010332303511752406,0.02406385375854358
